fen,stockfish_eval_cp,gen1_master_eval_cp_nodes10000,gen1_master_eval_cp_nodes20000,gen1_master_eval_cp_nodes50000
"r2qkbn1/1p6/2p1n1p1/p3p3/N2pP2r/P4P1B/1PPBQ3/R3K2R b KQ - 3 15",110,121,179,139
"r1b4R/p1p2kp1/3q1p1p/2Np1n2/1P1P1P2/7r/5QR1/5NK1 b - - 0 22",185,390,388,369
"8/8/8/6n1/2pk1b2/8/4R1K1/1B6 b - - 11 69",7,55,53,47
"1k2r3/1p3p1p/p3q3/5rp1/3Pn3/BP1QP2P/2R4K/5R2 w - - 0 27",-287,-207,-165,-147
"1nbq3r/1p3k2/2pb1np1/rP1p1p2/3Pp1p1/1QN1P3/3BNPBP/R3K2R w KQ - 0 12",-315,-206,-211,-218
"r4rk1/3p2pp/4pp2/2q5/p3bPP1/1R2PN1P/3Q1K2/R7 w - - 0 18",-284,-316,-325,-318
"2R5/4kp2/8/3P4/3n1PK1/3P4/3r4/8 b - - 3 38",304,200,207,234
"Nnbk1b1r/1p3p1p/3p4/4p2q/p3P3/2P4P/PPn1BP2/R1BK3R w - - 0 13",-67,-57,-55,-42
"r2r2k1/ppq1ppbp/6p1/P1p5/4PP2/1bNPB2P/1P2Q1P1/R4RK1 w - - 1 16",8,26,17,46
"r4rk1/pp3pbp/1q1pbn2/8/2BR4/1PN1PPpP/3B2P1/3QK2R b - - 5 15",181,249,229,274
"4k3/Nb1p1p2/1P1bp3/6q1/8/p3P2P/3Q2P1/6K1 b - - 0 29",688,500,512,578
"3rr1k1/ppp1bpp1/2q2n2/8/6Pp/2N1BN1P/PP2QP2/2RR2K1 b - - 7 15",-373,-118,-149,-158
"2r1b3/k3nqr1/1p2pNnR/pP1pPp1B/P1pP4/2P1B3/5Q2/3K3R w - - 7 35",286,55,88,79
"r6k/p6p/8/2P2r2/1PNp1p2/Q3p2P/PKP3q1/R6R b - - 1 27",-94,-130,-128,-136
"2bq1rk1/5pbp/2p2np1/P1Ppp3/8/P1P1PP2/6PP/RNBQ1RK1 b - - 0 12",-22,-116,-134,-91
"8/3N2R1/4k3/3p4/7r/5P2/2b3K1/8 w - - 0 43",0,-42,-42,-42
"rnbqk1nr/1pp4p/5pp1/3p4/1b1P4/1BN2Q1P/P1P2PP1/R3K1NR b KQ - 1 9",537,245,233,221
"r5kr/1bpnqpb1/p5pp/2nPp3/P1B1P3/B1P1QN2/3N3P/R3K1R1 w - - 6 18",198,115,109,154
"4Q3/kpp5/3q4/2n5/4pN2/7P/r5PK/5R2 w - - 4 32",-158,-161,-157,-149
"1k6/ppp3p1/1q6/3Pb2p/P5bP/4Q1P1/1PR3B1/4K2R b - - 0 23",682,792,917,885
"2k5/2p2p2/1p5B/1P1q4/3P2p1/1P2P3/3K4/2R5 b - - 1 33",309,188,155,221
"4R1bk/8/8/8/P7/8/6PP/1q4BK b - - 12 50",161,-46,50,66
"6k1/6p1/1R1B1p1p/1p5P/8/P5P1/r1r2P2/6K1 b - - 8 40",471,207,229,229
"3k3r/pp4p1/4b3/3p4/7p/P1K5/P1P5/R5R1 w - - 0 33",51,-58,-41,-48
"r1bq1rk1/1pp1bpp1/3p1n1p/pN2p3/2PnP3/P1NP4/1P3PPP/R1BQKB1R w KQ - 6 10",-55,70,70,14
"1r1q2k1/pr3p2/b2p2p1/Pnp1p2p/4P1nP/1P1PRNP1/5P2/BR1Q1BK1 w - - 1 25",-190,-124,-147,-84
"8/4pk2/1r3p1p/3RP1pP/6P1/5P2/4PK2/8 w - - 1 30",45,195,188,197
"1k1r4/1pp2pp1/2n5/2q5/2Pp4/1R1P1B2/1K3P2/4Q3 w - - 9 34",-13,-235,-232,-240
"r2r2k1/pp2q1p1/3bn3/4pP1p/2B2PnP/2N3P1/PP1R4/R1BQK3 b Q - 0 14",-126,-235,-217,-245
"r5k1/2r1b1pp/1pn1p1n1/p2pPp2/3P1P1q/1PPB1Q1P/R4P2/1NBK3R w - - 3 16",7,136,145,139
"8/1p6/p3r1k1/P2p1p1p/1P3B1P/1qbQ1pP1/8/5B1K b - - 7 54",347,427,428,460
"8/8/8/p7/P1K1nk2/1P6/3p4/3R4 w - - 4 46",183,91,88,130
"8/p1kn4/2p3P1/4b2B/4R2P/1P6/2Pr4/1K6 w - - 1 47",-80,79,28,15
"rn2k2r/1pq1nppp/p3p1b1/P1pp4/1b1PPN1P/1PNQ1P2/2PB4/R3KB1R b KQkq - 0 10",255,161,182,170
"rn2k2r/pppb1p2/4p3/3pP3/1b1P2pq/2N2P2/PP1Q3P/R2K1BNR w kq - 1 10",-288,-100,-97,-97
"1k6/1pr5/8/8/Q2P2p1/P7/KP6/7q w - - 8 70",-3,-412,-393,-376
"3r4/p3r1kp/Pp3np1/1Bp2p2/1b1p1P1P/1N3K2/1PP2P2/R6R b - - 1 24",184,206,174,122
"r4k1r/p1p2p1p/5np1/1Qp5/2Pqp3/4R2P/P4P1P/3RKB2 b - - 3 16",399,179,188,209
"4rrk1/p2b2pp/2nq1n2/2p1p3/P1Pp4/3B1NBP/5PP1/R2QR1K1 w - - 4 19",-75,-67,-88,-106
"4kb1r/5p1p/4p3/3pP3/1nbP1NpP/1qN1Q3/1P1B1PP1/1K5R b k - 9 18",409,-37,5,96
"6k1/8/2b2pr1/2n5/1P5R/7P/4R1PK/3r4 w - - 0 48",-243,-34,-58,-58
"r3kb1r/7p/n1p1PppP/pp1q1b2/2p1N1n1/5N2/PPQBPPP1/3RKB1R w q - 2 12",-298,36,5,-23
"2N1nk2/6pp/2p5/3n1p2/2pPp3/1pN1P2P/3K1PP1/1R6 w - - 0 22",404,151,174,160
"r3r3/1pk3B1/2p5/p1bn1b1p/8/1P2P3/P2P1NPP/R3KB1R w KQ - 1 17",160,207,179,179
"6k1/5p2/4qb1p/1p1r4/r2pn1pN/1Q3PP1/1P2P2P/2RRN1K1 b - - 0 28",80,105,96,77
"7r/3bp3/3r1k2/R2p4/2qN1Pp1/2PnP3/3P2BP/1Q3RK1 w - - 1 24",380,323,309,334
"2kr2r1/1pq2p2/2pbp3/p7/3P2Pp/P1N1P3/1P2QPP1/R4RK1 b - - 2 18",124,38,20,9
"8/1kr5/pp2K3/8/3R4/P2B4/8/8 b - - 0 40",-37,-240,-279,-281
"r3kb1r/p2n1ppp/2pqp3/1p1n1b2/2PP4/5NP1/P2BPPBP/RN1Q1RK1 b kq - 0 10",-63,176,107,71
"r2k2r1/2p1bq2/2p1b1pp/3nB2N/4N3/1P1P1P2/2P1Q3/2K2R1R w - - 0 21",-50,-77,-51,-90
"r4r2/p3n1pk/2q4p/BpP1pp2/4N3/3Q2P1/7K/2RR4 b - - 0 35",425,314,337,386
"r5k1/3p3p/8/p2b1r1p/P3q3/2Q1B2P/5PP1/R3N1K1 w - - 1 25",-45,-158,-191,-185
"2rR4/7k/1n3Bp1/p5P1/P4P2/6K1/8/8 w - - 3 46",348,271,297,362
"r4rk1/p3nbpp/1p1q1p2/2p5/3pP3/P2N2RN/1PP1Q1PP/1K5R b - - 5 18",377,213,244,191
"Bn1r2k1/5p2/1p5p/2b5/2N5/4P2P/P1P2KP1/R6R b - - 0 19",-506,-546,-553,-585
"r2qk1nr/p1p2p2/2p1p1n1/6pp/3P4/Q1P3PP/PP3P2/R1B1K1NR w KQkq - 0 9",121,7,37,1
"1k1r4/pbppn1p1/3b4/1NpP1qP1/P7/4B3/1P4Q1/K2RR3 w - - 3 26",326,113,181,197
"r1bqk2r/p3bpp1/3p2n1/2p1p1Pp/1p1NP2P/1P1PBB2/PNP2P2/R2QK2R b KQkq - 0 11",69,89,89,86
"r1b1kb1r/5ppp/P7/2qp4/3pB3/5N2/2PN1PPP/R2Q1RK1 b kq - 0 12",-296,-96,-125,-103
"r3kbnr/1b1p2p1/5p2/pB2p2p/PpNpP3/1P1P4/1B2KPPP/R6R w kq - 0 12",162,125,113,107
"r1b2rk1/p4ppp/1q2p1n1/p1Rp2N1/3P4/1P2P2P/P1QN1PP1/5RK1 w - - 4 12",227,106,131,129
"r7/2bnkp2/P1p1pn2/3p2Bq/3P3P/2NB4/7P/5RQK w - - 3 23",322,102,115,115
"1k1r3r/1p1qn1b1/p1npb3/2p1p3/2P3p1/PPNPP1N1/1BQ1B2P/1K3R1R b - - 1 22",124,131,120,116
"8/p2k2p1/4p1r1/3pP3/2Nn1QB1/q6P/6PK/2R5 b - - 0 32",-426,-372,-258,-377
"8/Br1n4/B3k1p1/3b3p/5p2/5P2/6PP/R5K1 w - - 0 39",417,248,245,227
"1b4r1/p4k2/1p3p2/P2p3r/1P2n2p/3N1K1P/2P3P1/1R1RB3 w - - 1 28",-201,113,91,55
"r1b2rk1/2P2pp1/4pq2/P1Qp4/2B4p/3pB3/5PPP/R4RK1 b - - 0 18",-111,-26,-74,-45
"1k6/1p3p1p/6p1/Q1p3P1/3b1PK1/P3q2P/1PPr4/R4B2 w - - 7 27",0,0,0,0
"k2r1r2/pp1q1p2/2p1p1p1/2PnP1Np/3P4/PQ5P/5PP1/1R1R2K1 w - - 5 20",158,124,103,111
"4R3/7k/8/5bp1/2q5/P1N5/1P6/K2R4 w - - 1 40",147,237,249,248
"8/8/5p2/2R5/5k1p/5P1K/1r5P/8 w - - 6 44",-7,-34,-59,-61
"r1bq2k1/2p1nr2/3p1npB/1p1Pp2p/1P2P2P/P1N2P2/6B1/R2QK2R b KQ - 0 16",-82,-77,-40,-37
"1k6/pP3p2/P7/3PP3/4p3/6p1/6Kp/8 b - - 0 45",297,610,664,639
"8/8/4k2p/6p1/1PP5/3r2B1/1K5P/8 w - - 1 58",-37,56,70,40
"r1bqk2r/pp3p1p/3b1np1/3pN3/3P4/P1NpP2P/3B1PP1/R2QK2R w KQkq - 4 9",-13,-35,-32,-49
"3R4/6p1/4p2p/7P/6R1/4b3/1r2r1P1/3K2k1 b - - 1 52",15000,557,587,578
"2kr2nr/ppp2qpp/5p2/4p3/3nP3/P2PB2P/P4P1P/R1Q1KB1R w KQ - 3 9",-232,-90,-26,-23
"1n3k2/p3bp2/1p2p3/8/1r6/2B3Pp/r2PBP1P/3RR1K1 w - - 0 23",105,-31,-54,21
"5r2/2P5/8/1R3Nk1/3b3p/5K2/6P1/8 b - - 4 53",-347,-282,-282,-323
"1r1q1r1k/1p3n1p/pNpb1p2/P2p1b2/1n1P4/2P3Pp/1P2RP1N/R1BQ1BK1 b - - 0 18",60,161,161,147
"r3k3/pp3npb/n1pq4/4p3/2P1p1p1/2Q1N3/PP1NBP2/R3K3 w Qq - 2 16",-211,-133,-143,-169
"1k1rn3/p4p2/7p/3N4/r6P/4B2K/P4PBP/2R5 b - - 7 28",-453,-410,-412,-412
"8/7k/1P6/P1K4p/2P2q2/8/5r2/8 b - - 6 50",659,1228,1328,1395
"4r1k1/5rp1/1n5p/3p1p2/3P1QP1/1p1qP2P/2R2RB1/1K6 w - - 0 34",-555,-520,-491,-584
"8/8/1p6/8/1Q6/4k3/2P1p3/2K2n2 w - - 5 51",160,258,295,323
"2nrk2r/2q3p1/2p1bn2/p1b1pP2/Pp5P/1P3PPB/2PNQ3/1NKR3R w k - 0 19",262,153,108,123
"r1b1kq1r/p1pp4/4p2p/2p1Q1B1/8/2N5/PPn2PPP/2R2RK1 b - - 1 16",9,-14,-58,-70
"8/7R/6P1/6kP/8/3p4/6K1/3r4 w - - 7 62",583,696,702,713
"3r3k/1p4p1/p1bq1p1p/3p4/P2R4/3Q3P/1P4P1/4R2K b - - 0 27",-12,70,64,60
"3r2k1/6pp/B7/1p3p2/2b2P1P/3pr1P1/P6R/1K1R4 w - - 3 28",-236,-343,-302,-278
"8/8/1pB5/4kp2/3b1r1p/P6P/2RRK2P/6r1 b - - 24 45",213,60,101,134
"1r2k2r/1bq2pb1/3Rp3/p2pP1p1/P2P2N1/1P2R1P1/5P2/3Q1BK1 b k - 4 24",-332,-206,-218,-193
"1q2r1k1/3bbp2/5npp/8/1P1Q3P/4PB2/2P1N1R1/2KR4 b - - 1 24",27,-82,-125,-59
"6k1/2R4p/p2pr1p1/8/p2b4/1P4P1/6KP/8 w - - 0 30",-453,-486,-492,-493
"5k2/5p2/pp1r4/8/4bP2/P3nPP1/1P3K2/R7 w - - 0 29",-267,-140,-94,-116
"2kr2nr/pbpp2p1/1p1b1q2/2nP4/P1P3P1/NQ6/1P1B2B1/2KRR3 w - - 5 17",-357,-225,-225,-180
"1r1qk2r/1pp2p2/p2bbn1p/4n1p1/P7/2PQ4/1PN2PPP/R1B1KBNR w KQk - 1 12",-179,-51,-30,-41
"6K1/Q5B1/P1q5/7r/4p3/k3Pn2/5P2/8 b - - 2 61",421,304,406,387
"2b2rk1/p4p1p/2p2q2/5p1Q/3P3R/r2nN1P1/5PBP/5RK1 b - - 4 23",-63,71,68,91
"2kr1br1/ppqn1p2/2p1pnp1/6B1/3P4/1QP3N1/PP3PP1/2KR1B1R w - - 4 14",54,-45,-4,-8
"r2qk2r/1b2bp1p/p4n2/1p1pNPp1/2BP4/4P2Q/2PBN2P/R3K2R b kq - 0 18",164,110,133,137
"rn2kb1r/p2ppp2/b3q3/2p1P1pp/3P4/PPN5/4NPPP/R1BQ1RK1 b kq - 2 10",-157,107,105,98
"R7/2r3kp/2P3p1/P3p3/8/r6P/2R4K/8 b - - 0 48",-45,-103,-154,-103
"R2bk3/2q4p/8/3pP3/1P1P4/6P1/8/6K1 b - - 0 65",502,432,485,527
"r2qk2r/np1b2p1/3b4/p2P1ppP/1p1P4/1P1BBP2/3N2P1/R2QK2R w KQkq - 3 14",42,96,118,118
"8/8/8/3Nn3/8/1r6/3k3K/8 w - - 10 60",-313,-496,-511,-516
"1R6/8/2K5/6r1/8/p1k5/8/8 w - - 2 50",-374,-383,-376,-386
"3r2k1/pp3pp1/P1p1r3/3N3p/6bP/6P1/1PPb2BK/R4R2 b - - 0 21",367,182,143,151
"8/6k1/8/R3N3/7p/1P1K1Pr1/2P5/6b1 w - - 0 44",72,155,189,189
"rnq1k2r/ppp2pb1/4p2p/6p1/P5BP/3R4/1PP2P1P/2BQK2R b Kkq - 0 10",-69,97,87,88
"r3k1nr/pp3pbp/n1p1p1b1/3p2P1/RPP3P1/1P1P1N1P/4P3/1NBK1B1R b kq - 2 9",-166,-1,14,-8
"8/1P4pk/P2N4/3b1n1p/8/3K3P/5r2/R7 b - - 0 37",181,-152,-146,-172
"r1b2rk1/1pp2q2/3b1np1/pN1p2B1/P2n4/3N4/1P2BPPP/R2QK2R b KQ - 3 11",246,-13,-47,-33
"3q1rk1/2pb1pp1/3b1n1p/1B2p3/1n2P2P/2N1BP2/1PP1N3/3QK2R w K - 3 13",-50,167,140,129
"4k2r/p2bq3/1p1p4/2pB4/2Pp1P2/P5R1/1P2N2p/1K2Q3 w k - 0 33",46,-278,-251,-251
"1kb2rQ1/2q4p/8/p6r/P1P5/8/KP3P2/4R3 w - - 0 36",-332,-230,-233,-237
"3qrrk1/3b1pp1/p2P3p/8/2p1PNnP/2N5/PP1Q2P1/R4R1K w - - 2 18",20,129,151,139
"4rrk1/pp4qp/2n2np1/3p4/P2P1P2/1PN2b2/2PQ2PP/R1K2B1R w - - 0 13",58,185,146,162
"8/1pp1n1p1/p3r3/n1p4p/k7/N2NP1P1/1P3K1P/7R b - - 3 23",307,343,281,319
"5r2/7Q/p3r2b/4kp2/PP6/4P1R1/4K3/8 w - - 10 47",501,412,425,425
"3k4/p7/b2p1b2/7B/8/4BN2/2P5/3K4 b - - 2 32",-311,-123,-177,-181
"1q4k1/1b3ppp/4pn2/1B6/1BPr3P/1Q6/5PPb/R4R1K w - - 0 21",-129,322,262,171
"r1b2k2/pp1r4/2n2p1p/2R3p1/P3B1P1/2P4P/5P1B/4R1K1 b - - 0 30",-216,-52,-36,-65
"q4rk1/4bppp/7n/2p5/4p3/4P1PP/r1Q1NP2/1RB2RK1 w - - 6 24",26,-261,-172,-187
"r1bqk2r/p3b1pp/2p2p2/1p3n2/2nP3P/P7/BP1NNPP1/R1BQR1K1 b kq - 7 12",-285,58,57,65
"2k2r2/p2bp3/2p5/1p6/4B3/1P1P4/1B1NPP2/n2K4 b - - 1 20",108,33,-26,-23
"5N2/pp6/2pK1k2/2P5/3p3r/5P1b/PP6/7R w - - 2 33",-34,57,41,20
"Q7/8/4b3/4k3/1K6/1P6/8/6n1 b - - 0 70",-354,-409,-439,-447
"5b2/p3rk2/5p1n/2p4P/2P1N3/2P2P2/PrP5/3R1K1R b - - 2 25",335,47,80,105
"8/1k5p/2p3p1/p3p3/qp6/1r3PP1/1BR4P/1K1Q4 w - - 0 37",221,0,0,0
"r2q1nk1/pbb3p1/2R1p3/1p3p2/3P1P1p/3N3P/PP4B1/3Q1RK1 w - - 1 19",-2,41,12,28
"8/4n1k1/2p3Pp/3b4/3P2K1/8/p1B5/B7 w - - 30 68",-290,-328,-373,-385
"8/7p/8/8/1N1Pk3/7P/6b1/3K4 w - - 1 44",-1,-51,-47,-78
"2rr1bk1/p2b1pp1/7p/2PNp3/1P2B2P/6P1/5P2/R3R2K b - - 0 26",-117,18,18,24
"1rbqk1nr/pp3pbp/2np4/1NpNp3/3P4/2P1PQP1/PP4BP/R1B1K2R w KQk - 4 10",461,149,163,147
"B3k2r/p2bn3/1p1q1p2/1P5P/2pP1N2/4P3/PQ5P/5KR1 b k - 0 20",-157,-150,-124,-145
"4k3/5p2/3b1r2/p1pN1p2/2P4p/4PP1P/6P1/6K1 w - - 0 28",-131,-111,-105,-125
"r7/1k5p/6p1/2p1qp2/1p2b3/1P2P2P/P2Q1PP1/2RR2K1 w - - 0 30",606,487,587,674
"1k6/2pr4/1p3p2/p4P2/2Q4P/8/PPRB1KP1/1q6 b - - 13 30",-345,-514,-514,-542
"8/1b3rpk/2q1p2p/4Pn2/ppP3Q1/3R3P/1B4P1/2R3K1 w - - 0 38",-78,-40,-47,-81
"7Q/3r2p1/4kB2/p1p4B/PnP1p3/1P2q3/8/1K6 b - - 0 35",733,1062,1210,2096
"3q1r1k/2p3p1/7p/p2bp3/P3Np2/2PPnP2/2B1QKnP/1R5R w - - 0 26",-328,-47,-84,-84
"2RR1bk1/1p3r1p/p7/7p/r2NKP1P/6P1/8/8 w - - 12 41",160,-99,-118,-124
"3k3r/pb2ppb1/2p1nn1p/4q3/1PB4Q/P1N5/RBP2PPP/6K1 w - - 0 20",-252,-143,-69,-89
"8/4kp2/2R4P/1r6/3b1PK1/8/8/8 b - - 0 54",263,137,68,117
"r3kb1r/ppp3p1/3nP3/1P6/2p1N3/4B2p/P3PP2/R3K2B b Qkq - 0 21",388,277,305,305
"4r3/Q7/1pkb4/2p2pB1/2q4P/8/5P2/3K2R1 b - - 3 26",396,193,182,367
"r2qkb1r/pp1N1pp1/2p1p2p/3n4/2NP4/2PQ2PP/PP3P2/R1B1K2R b KQkq - 0 9",-29,-62,-80,-20
"1r1qk3/5p1p/2n1bnr1/p1bp2p1/8/P1NQ1N1P/1BP2PB1/2KRR3 w - - 6 14",-22,-23,-60,-64
"8/2k2PBb/8/3p4/2P5/3P4/p6P/K7 b - - 0 44",-531,-776,-820,-853
"rnb1k2r/pp1p2bp/2pq1np1/8/1PP1pN1Q/P3P2R/3P1N2/R1B1KB2 b Q - 0 11",182,129,192,180
"3r2k1/3P1p1p/1q4p1/8/1B6/P4Q2/1pr2PPP/3R2K1 w - - 0 35",-210,-129,-245,-267
"6k1/2p2rpp/1p6/p2Q4/8/1PN4q/PBPP3P/R2K4 w - - 4 21",390,521,520,557
"r1bqkb1r/1pp5/p2p1n2/3Pnp1p/2P1p3/NP2P2R/PB1NBPP1/R2QK3 w Qkq - 3 9",-16,125,84,65
"4r1k1/2q4p/p3P1p1/2p5/2P4P/3Q2P1/5rBK/4R1R1 b - - 0 38",-485,-336,-338,-345
"r1b2r2/2q1k3/p2N2Q1/8/PPN2p1p/6nP/5RP1/6K1 w - - 4 29",562,555,555,752
"r3kbr1/1bppq3/ppn1pn1p/5p2/P1NP1N1P/2PBP3/1P1B1P2/R2QK2R b KQq - 3 10",254,94,95,78
"1n1k1bnr/1pq1p1p1/4b2p/3pPp1Q/r1pP1P2/1P3N2/P1PB2PP/R3KB1R b KQ - 0 10",90,-67,-70,-70
"8/1p3k2/4rpRp/5n1P/5P2/1P1K4/1B6/8 b - - 12 42",1,-12,0,1
"5rk1/1bq1b1pp/1p2p3/rB1p4/p3pPN1/P1P3P1/1P2Q2P/1K1R3R b - - 15 22",178,320,353,328
"2rqk3/1p3pp1/p3pn1r/3P2N1/P4P1p/2N1b2P/2Q1B1P1/B2R3K b - - 1 19",-236,121,99,87
"r2q1rk1/p3ppbp/1p4pn/8/1B1pb3/1P2PN1P/P1PP1PP1/1R1QKB1R b K - 0 9",118,26,27,27
"bn2kb1r/5ppp/1q1Pp3/1Pp5/1pP2P2/8/1B1P2PP/3QKBNR b Kk - 0 10",25,-90,-76,-110
"r6k/pp2q1pb/2pR3p/8/1P3r2/2P2pQP/P3BPR1/5K2 w - - 0 20",-475,-204,-235,-322
"r3r1k1/1pp2ppp/2n3b1/p7/2Pqp1PN/1P1P3P/P3QPB1/R3R1K1 b - - 0 15",18,146,146,116
"2kr1br1/1b1nq2p/p1p3pn/1p6/4P3/1P3N1P/PBPNQ1P1/1K1R1B1R b - - 10 12",-110,-174,-208,-195
"1n6/7p/Pk4p1/3K4/8/6P1/3B3P/8 w - - 5 44",276,176,168,189
"8/3r4/1P6/6kp/6p1/2P2R1P/3r1B2/6K1 w - - 2 42",-19,20,0,0
"r3k3/1b2ppb1/p1n5/1pP5/3pB1P1/1P6/PBP2r2/1K2R2R b - - 3 23",319,232,222,236
"r4rk1/p1pqbppp/1p6/n7/3P4/2Q2NB1/P3PP1P/2R2KR1 b - - 4 16",110,119,80,92
"8/8/8/2kb4/p7/Np6/8/K7 b - - 1 73",265,498,581,573
"2r2b1k/1bqp1pR1/1p2nn1p/r4N1P/P1B2p2/2NPP3/1BP1Q3/R3K3 b Q - 0 19",252,337,329,347
"8/8/6pk/8/1Q3p2/P3q3/6KP/8 w - - 0 56",0,-65,-59,-31
"r2qk2r/ppp5/2np2np/5b2/P1PPNp2/P1N2PP1/5K1P/2BQ1B1R w - - 1 15",198,-25,-14,0
"r1bq1k1r/p3npp1/1pnN3p/3p4/8/B4P2/PP1QN1P1/2KR1B2 b - - 3 14",237,139,163,127
"3rkb2/1b4p1/p3pp2/2pq4/Pp2nP2/1P2PN1r/1BQPB2P/2K2RR1 b - - 3 20",38,7,83,66
"R7/6k1/2p5/4N2p/1p3p2/1P4n1/5R1K/2r5 b - - 1 56",-230,-188,-174,-186
"8/1b6/2k5/1p3P2/p3N3/5K2/r7/3R4 b - - 1 39",32,181,128,159
"r4rk1/p4ppp/2p1b3/Np2p1b1/1P2P1nP/2P3P1/P3B3/R1B2RK1 w - - 0 15",550,89,121,99
"8/5B2/8/6r1/p7/1p6/8/1K1k4 w - - 0 66",-417,-624,-609,-600
"4r1k1/p2Q4/6p1/8/2pNqP2/2B5/PKN5/5r2 w - - 0 32",713,-147,-170,-123
"3Q1rk1/2r4R/p1P1bq2/7Q/4B3/P3bp2/7P/5R1K b - - 0 37",-374,-202,-234,-208
"8/7p/8/5kPK/8/8/8/8 w - - 6 60",22,-21,9,1
"5k2/1pR5/p5pp/n7/8/1PN5/1KPN2Br/4r3 w - - 3 34",367,77,129,143
"r1bk1br1/1p1p1p1R/p1n5/1Np1p3/P3P1n1/3P2P1/1PPB4/R3KBN1 w Q - 0 12",48,55,17,30
"R7/6p1/6k1/p5r1/2pB4/P1P1K3/7P/3b4 w - - 10 40",35,53,57,69
"8/4k1p1/4n1P1/8/3B4/8/6K1/8 w - - 1 45",7,20,46,49
"1kr5/8/3n1p2/p1p5/PbP3PR/1N3P1P/8/2R2K2 b - - 1 36",-412,-356,-332,-332
"r7/5rpk/2pB3p/2Pb4/p2PpP2/Q3P2q/2P2R1P/6RK w - - 0 27",27,84,76,80
"3rk1nr/ppp1ppb1/8/5bN1/1P1n3P/8/PB4P1/2R1KBNR b k - 4 12",272,220,191,165
"6r1/2p5/4k2p/p1B1p3/P3b2P/4PP2/PrP4R/3RK3 b - - 0 26",424,189,186,218
"q3nrk1/3b3p/3pp1pb/5P2/pN1P4/Pp3P2/1P2B1PP/R2Q1RK1 b - - 0 19",-149,94,73,39
"r1bq1knr/5p2/ppn5/3pb3/1P4Pp/P1P2P2/4BN1P/RNBQ1RK1 w - - 2 14",165,-34,8,-6
"3k4/p3p3/8/1p1bb2P/7K/4B3/r3n3/5B1R b - - 0 27",720,908,916,964
"r3k2r/p3b1pp/2p5/5b2/P3p2P/2n1P3/3N1PP1/1RB1KB1R w K - 4 13",-18,-99,-98,-66
"r2qk1r1/pb3pbp/1p2p2p/2p4Q/1nPP1PPP/P1NP3R/1P2N3/2KR1B2 b q - 0 10",-187,20,1,-6
"2rq1rk1/1p2ppbp/1nn3p1/p1p5/P2pPB2/NQPP2PP/1P4B1/3R1RK1 b - - 3 16",162,224,141,162
"8/5bk1/4rn1p/p5p1/2B3P1/2P4P/PP6/2K2R2 b - - 1 31",343,147,154,154
"2r4r/p4k1p/4ppp1/1R2b3/1B2n3/8/P1P1B1PP/1K5R w - - 1 26",-89,-105,-92,-129
"1k1rr3/p1p5/1p6/3p4/5qPP/3Q1P2/1P1R4/1BK4R b - - 4 27",-285,-187,-231,-265
"r3k3/pp1n4/2p1b3/2bp3q/P3pP2/2N1P3/1PPB1Q2/R3KB2 w Qq - 8 19",-119,-32,-37,-20
"1k1r3r/nbp3bp/1p3qp1/p1nPN3/P3N3/8/3R1PPP/BB1QR1K1 b - - 6 25",-135,202,202,146
"8/1r1P4/4k3/4p3/8/4K3/3R4/8 b - - 0 77",2,133,139,133
"6rk/r4Qp1/7p/7P/3q1p2/5P2/5RR1/6K1 w - - 7 46",-105,-193,-182,-182
"4qr1k/2p3p1/bn1p3p/5n2/2PbNN2/1Q1B1PP1/6KP/2BR4 b - - 1 22",73,51,27,39
"5k2/8/5p2/8/p2p1PB1/1p1N1K2/7q/4R3 w - - 0 47",-238,-335,-320,-320
"2k3nr/1bp2pb1/1p2p1n1/6B1/p6p/2P2P1N/PP2BNPP/4K1R1 w - - 0 17",-62,-58,-70,-62
"2b2r2/2p3pk/2Pp1p2/2rPp1q1/1Q2P2p/2N1PR1P/R5P1/7K w - - 27 50",227,180,219,124
"r4rk1/3qnppp/1R2p3/2p1P3/2nP1N2/2P3P1/7P/2BQR1K1 w - - 1 20",-113,84,52,36
"r1bqkb1r/ppn5/2p1pp2/5npp/2BP4/P1N1PN1P/1P1Q1PP1/R1B1K2R w KQkq - 1 9",196,101,106,88
"2r2rk1/1pp2ppp/pnb1pn2/8/1q1PPPP1/2N2N1P/2Q3B1/R4RK1 b - - 0 19",134,250,318,296
"5r2/2k3p1/p3p3/3b2n1/1R1P3R/8/2P3B1/3K4 w - - 0 31",251,69,65,81
"8/5p2/4p1k1/r6p/5P2/p3RKP1/P7/8 b - - 11 51",44,215,195,198
"6n1/k5p1/n1b5/Q1p1p3/P3P1pb/R5N1/1PP3q1/3K4 b - - 1 25",559,760,890,954
"rk6/1pp1p2R/p2q4/3P2r1/2P3p1/1B6/PR3P2/3K4 w - - 1 25",-528,-407,-463,-480
"2r5/1p3k2/6pb/3P1p1p/p3P3/P1B5/1P4PP/3K1R2 w - - 1 29",308,247,247,233
"4R3/8/8/5k2/2K4P/8/1r6/8 b - - 0 64",4,-83,-71,-84
"2k5/2p1q2p/8/p7/3Qb3/p7/P5PP/5RK1 w - - 1 33",466,233,281,309
"8/2r4k/8/8/4R2p/4K3/8/8 b - - 1 56",16,114,160,161
"6q1/8/6kp/6p1/6P1/2Q2P2/8/6K1 w - - 16 64",24,117,84,86
